student_id,course_id,grade,semester,is_favorite,is_unfavorite
19,101,0,Fall 2023,0,1
20,112,44,Fall 2023,1,0
20,105,46,Fall 2023,1,0
20,102,8,Spring 2023,0,1
20,108,64,Spring 2023,0,1
20,113,4,Spring 2023,0,0
21,111,82,Spring 2023,1,0
21,110,0,Fall 2023,0,1
21,102,45,Fall 2023,0,0
21,105,34,Spring 2023,0,0
21,106,36,Fall 2023,0,0
21,103,48,Spring 2023,0,1
21,101,48,Fall 2023,0,1
21,104,0,Fall 2023,0,1
22,105,23,Fall 2023,1,0
22,112,18,Spring 2023,1,0
22,104,1,Spring 2023,0,0
22,110,20,Fall 2023,0,0
22,109,0,Spring 2023,0,1
22,114,37,Spring 2023,0,0
22,106,10,Spring 2023,0,0
22,101,67,Fall 2023,0,0
23,106,78,Spring 2023,1,0
23,113,19,Fall 2023,1,0
23,112,17,Spring 2023,0,1
23,107,66,Spring 2023,0,0
23,104,0,Spring 2023,0,0
23,109,99,Fall 2023,0,0
24,106,90,Fall 2023,1,0
24,113,22,Spring 2023,1,0
24,104,0,Fall 2023,0,0
24,107,0,Fall 2023,0,0
25,105,15,Spring 2023,1,0
25,112,3,Spring 2023,1,0
25,101,33,Fall 2023,0,1
25,111,69,Fall 2023,0,0
26,113,4,Fall 2023,1,0
26,106,35,Spring 2023,1,0
26,114,7,Spring 2023,0,0
26,115,10,Fall 2023,0,1
26,108,87,Spring 2023,0,0
26,111,17,Fall 2023,0,0
27,108,49,Spring 2023,1,0
27,105,28,Fall 2023,0,1
27,101,78,Fall 2023,0,0
27,103,74,Spring 2023,0,0
28,113,3,Spring 2023,1,0
28,103,100,Spring 2023,0,0
28,110,6,Spring 2023,0,0
28,114,9,Spring 2023,0,1
28,107,2,Spring 2023,0,1
28,105,13,Fall 2023,0,0
28,111,75,Spring 2023,0,0
29,110,54,Fall 2023,1,0
29,103,100,Fall 2023,1,0
29,101,48,Spring 2023,1,0
29,104,0,Fall 2023,1,0
29,111,46,Fall 2023,0,0
29,105,1,Spring 2023,0,1
29,109,44,Spring 2023,0,0
30,103,100,Fall 2023,1,0
30,101,68,Spring 2023,1,0
30,112,28,Spring 2023,0,0
30,102,2,Fall 2023,0,0
30,113,0,Fall 2023,0,1
30,106,35,Fall 2023,0,1
31,104,4,Fall 2023,1,0
31,101,72,Spring 2023,1,0
31,110,37,Fall 2023,1,0
31,111,11,Spring 2023,0,1
31,107,19,Spring 2023,0,0
32,103,100,Fall 2023,1,0
32,110,47,Spring 2023,1,0
32,107,0,Spring 2023,0,1
32,112,3,Spring 2023,0,0
33,108,45,Spring 2023,1,0
33,114,50,Fall 2023,1,0
33,107,32,Spring 2023,1,0
33,111,60,Fall 2023,0,0
33,113,0,Fall 2023,0,0
33,104,9,Fall 2023,0,0
33,110,7,Fall 2023,0,0
34,103,70,Spring 2023,1,0
34,101,23,Spring 2023,1,0
34,110,47,Fall 2023,1,0
34,104,30,Fall 2023,1,0
34,111,74,Fall 2023,0,0
34,112,2,Fall 2023,0,1
35,113,53,Fall 2023,1,0
35,106,61,Spring 2023,1,0
35,101,26,Spring 2023,0,1
35,103,77,Spring 2023,0,1
36,109,36,Spring 2023,1,0
36,111,27,Fall 2023,0,1
36,112,11,Spring 2023,0,0
36,103,75,Spring 2023,0,0
36,107,18,Spring 2023,0,0
37,114,87,Spring 2023,1,0
37,107,46,Spring 2023,1,0
37,115,0,Fall 2023,0,1
37,105,47,Fall 2023,0,0
37,104,1,Spring 2023,0,0
38,112,9,Spring 2023,1,0
38,102,0,Fall 2023,0,0
38,111,13,Spring 2023,0,1
38,104,0,Spring 2023,0,0
39,112,52,Spring 2023,1,0
39,105,32,Spring 2023,1,0
39,114,8,Fall 2023,0,0
39,113,16,Fall 2023,0,0
39,102,0,Fall 2023,0,0
39,115,45,Spring 2023,0,1
39,108,40,Fall 2023,0,0
40,106,41,Spring 2023,1,0
40,113,2,Spring 2023,1,0
40,112,11,Spring 2023,0,0
40,102,17,Spring 2023,0,0
40,105,9,Spring 2023,0,0
40,114,58,Spring 2023,0,0
40,104,0,Spring 2023,0,0
40,111,44,Spring 2023,0,0
41,104,13,Spring 2023,1,0
41,110,54,Fall 2023,1,0
41,101,60,Fall 2023,1,0
41,112,6,Fall 2023,0,0
41,109,31,Spring 2023,0,0
41,115,40,Fall 2023,0,0
41,106,45,Spring 2023,0,0
41,102,21,Fall 2023,0,0
42,105,25,Fall 2023,1,0
42,112,0,Fall 2023,1,0
42,107,11,Fall 2023,0,0
42,106,17,Spring 2023,0,1
42,111,19,Spring 2023,0,0
42,109,23,Spring 2023,0,0
43,106,52,Fall 2023,1,0
43,113,0,Spring 2023,1,0
43,103,61,Spring 2023,0,0
43,115,0,Spring 2023,0,0
43,112,30,Fall 2023,0,0
44,110,70,Spring 2023,1,0
44,101,54,Spring 2023,1,0
44,104,0,Fall 2023,1,0
44,113,0,Fall 2023,0,0
44,114,10,Spring 2023,0,0
45,112,52,Fall 2023,1,0
45,105,37,Fall 2023,1,0
45,111,52,Fall 2023,0,1
45,106,20,Spring 2023,0,0
46,111,78,Spring 2023,1,0
46,110,52,Spring 2023,0,1
46,109,66,Fall 2023,0,0
46,112,0,Fall 2023,0,0
46,113,19,Spring 2023,0,0
47,106,50,Spring 2023,1,0
47,113,0,Spring 2023,1,0
47,104,0,Spring 2023,0,0
47,108,54,Fall 2023,0,0
47,114,29,Spring 2023,0,0
48,115,48,Spring 2023,1,0
48,109,72,Fall 2023,1,0
48,102,38,Fall 2023,0,0
48,104,62,Fall 2023,0,1
48,114,39,Fall 2023,0,0
48,105,40,Fall 2023,0,0
48,107,14,Spring 2023,0,0
48,113,18,Spring 2023,0,0
49,110,8,Fall 2023,1,0
49,101,54,Spring 2023,1,0
49,104,3,Fall 2023,1,0
49,103,92,Spring 2023,1,0
49,114,50,Spring 2023,0,0
49,113,12,Fall 2023,0,0
49,102,0,Fall 2023,0,0
50,109,92,Fall 2023,1,0
50,114,17,Fall 2023,0,0
50,111,74,Fall 2023,0,0
50,101,56,Spring 2023,0,0
50,113,0,Spring 2023,0,0
51,112,8,Fall 2023,1,0
51,101,26,Spring 2023,0,0
51,107,38,Fall 2023,0,0
51,106,0,Spring 2023,0,0
51,104,17,Fall 2023,0,0
52,105,34,Fall 2023,1,0
52,112,46,Spring 2023,1,0
52,111,45,Spring 2023,0,0
52,101,56,Fall 2023,0,1
52,114,17,Spring 2023,0,0
53,111,91,Fall 2023,1,0
53,101,67,Fall 2023,0,1
53,109,45,Fall 2023,0,0
53,106,62,Fall 2023,0,0
53,112,44,Fall 2023,0,0
53,115,10,Fall 2023,0,0
53,102,16,Fall 2023,0,0
53,103,100,Spring 2023,0,1
54,115,20,Spring 2023,1,0
54,114,0,Spring 2023,0,0
54,106,0,Spring 2023,0,1
54,112,4,Fall 2023,0,0
54,102,0,Fall 2023,0,0
55,103,100,Fall 2023,1,0
55,101,21,Fall 2023,1,0
55,111,22,Fall 2023,0,0
55,108,9,Spring 2023,0,0
55,106,29,Spring 2023,0,0
56,102,0,Fall 2023,1,0
56,107,0,Fall 2023,1,0
56,114,81,Spring 2023,1,0
56,108,75,Fall 2023,1,0
56,105,16,Spring 2023,0,0
56,109,40,Spring 2023,0,1
56,111,0,Fall 2023,0,0
56,113,13,Spring 2023,0,0
57,114,20,Fall 2023,1,0
57,107,0,Fall 2023,1,0
57,102,0,Fall 2023,1,0
57,108,92,Fall 2023,1,0
57,109,0,Spring 2023,0,0
57,112,10,Fall 2023,0,0
57,113,4,Fall 2023,0,0
57,101,0,Spring 2023,0,0
58,112,17,Spring 2023,1,0
58,105,29,Spring 2023,1,0
58,108,87,Spring 2023,0,0
58,115,4,Spring 2023,0,0
58,109,56,Fall 2023,0,0
58,103,43,Fall 2023,0,1
58,106,77,Spring 2023,0,0
58,110,2,Spring 2023,0,1
59,101,21,Spring 2023,1,0
59,103,56,Spring 2023,1,0
59,106,0,Fall 2023,0,0
59,109,10,Fall 2023,0,0
59,107,6,Spring 2023,0,0
59,108,44,Fall 2023,0,0
59,112,0,Fall 2023,0,0
60,108,82,Fall 2023,1,0
60,107,29,Spring 2023,1,0
60,102,61,Fall 2023,1,0
60,113,2,Fall 2023,0,1
61,111,28,Spring 2023,1,0
61,110,39,Spring 2023,0,0
61,108,36,Spring 2023,0,0
61,102,3,Spring 2023,0,0
61,104,3,Spring 2023,0,0
62,114,43,Spring 2023,1,0
62,107,51,Spring 2023,1,0
62,102,32,Spring 2023,1,0
62,105,47,Fall 2023,0,0
63,112,14,Fall 2023,1,0
63,106,37,Fall 2023,0,1
63,107,74,Spring 2023,0,0
63,110,86,Spring 2023,0,0
63,114,26,Spring 2023,0,0
64,108,48,Fall 2023,1,0
64,114,32,Spring 2023,1,0
64,107,24,Fall 2023,1,0
64,112,0,Fall 2023,0,0
64,111,62,Spring 2023,0,0
64,106,43,Fall 2023,0,1
64,115,33,Spring 2023,0,0
65,105,53,Spring 2023,1,0
65,112,0,Spring 2023,1,0
65,114,0,Fall 2023,0,0
65,109,0,Fall 2023,0,1
65,111,38,Fall 2023,0,0
66,112,15,Spring 2023,1,0
66,105,38,Fall 2023,1,0
66,110,10,Spring 2023,0,0
66,109,38,Fall 2023,0,0
67,115,29,Spring 2023,1,0
67,109,50,Fall 2023,1,0
67,101,0,Fall 2023,0,0
67,107,24,Spring 2023,0,0
67,113,0,Spring 2023,0,0
67,111,37,Fall 2023,0,1
68,113,35,Fall 2023,1,0
68,106,90,Fall 2023,1,0
68,111,59,Spring 2023,0,0
68,110,34,Spring 2023,0,0
68,107,8,Spring 2023,0,1
69,111,72,Fall 2023,1,0
69,108,57,Spring 2023,0,0
69,113,0,Fall 2023,0,0
69,106,72,Fall 2023,0,0
69,114,32,Fall 2023,0,0
69,105,40,Fall 2023,0,0
70,105,58,Spring 2023,1,0
70,112,5,Spring 2023,1,0
70,107,15,Fall 2023,0,0
70,101,76,Fall 2023,0,0
71,102,26,Fall 2023,1,0
71,114,33,Spring 2023,1,0
71,104,0,Spring 2023,0,0
71,112,0,Spring 2023,0,0
72,115,0,Fall 2023,1,0
72,109,43,Spring 2023,1,0
72,107,2,Fall 2023,0,0
72,104,0,Fall 2023,0,0
72,101,57,Spring 2023,0,0
72,112,21,Fall 2023,0,0
72,114,15,Spring 2023,0,0
72,111,24,Spring 2023,0,0
73,112,15,Spring 2023,1,0
73,107,8,Spring 2023,0,0
73,113,4,Fall 2023,0,1
73,102,0,Spring 2023,0,0
74,102,45,Fall 2023,1,0
74,114,59,Spring 2023,1,0
74,101,39,Fall 2023,0,0
74,112,33,Spring 2023,0,0
74,104,12,Fall 2023,0,0
74,111,100,Spring 2023,0,0
75,113,0,Fall 2023,1,0
75,106,62,Fall 2023,1,0
75,111,32,Spring 2023,0,0
75,105,37,Fall 2023,0,0
75,112,45,Fall 2023,0,0
75,110,13,Fall 2023,0,0
75,115,24,Spring 2023,0,0
76,105,45,Spring 2023,1,0
76,106,36,Fall 2023,0,0
76,111,29,Spring 2023,0,0
76,101,32,Spring 2023,0,0
76,108,36,Fall 2023,0,1
76,114,13,Spring 2023,0,1
76,107,49,Fall 2023,0,1
77,105,56,Fall 2023,1,0
77,112,26,Spring 2023,1,0
77,113,20,Fall 2023,0,1
77,104,0,Spring 2023,0,0
77,102,34,Spring 2023,0,0
77,101,39,Spring 2023,0,0
77,107,35,Spring 2023,0,0
78,115,61,Spring 2023,1,0
78,109,68,Fall 2023,1,0
78,114,51,Fall 2023,0,0
78,108,16,Fall 2023,0,0
79,108,76,Fall 2023,1,0
79,101,45,Fall 2023,0,0
79,112,6,Spring 2023,0,1
79,104,36,Fall 2023,0,0
79,105,31,Spring 2023,0,1
80,105,9,Spring 2023,1,0
80,112,9,Fall 2023,1,0
80,104,0,Spring 2023,0,0
80,114,2,Fall 2023,0,0
80,107,5,Fall 2023,0,0
80,102,0,Spring 2023,0,0
80,111,5,Spring 2023,0,1
80,115,0,Fall 2023,0,0
81,102,0,Fall 2023,1,0
81,108,53,Spring 2023,1,0
81,107,5,Fall 2023,1,0
81,112,0,Fall 2023,0,1
81,104,5,Fall 2023,0,0
82,105,37,Fall 2023,1,0
82,112,18,Fall 2023,1,0
82,109,32,Fall 2023,0,0
82,102,19,Fall 2023,0,0
82,108,0,Fall 2023,0,0
83,104,7,Spring 2023,1,0
83,110,23,Spring 2023,1,0
83,107,0,Spring 2023,0,0
83,112,0,Spring 2023,0,0
83,111,8,Fall 2023,0,0
83,108,67,Spring 2023,0,0
83,114,41,Fall 2023,0,0
84,103,34,Spring 2023,1,0
84,104,4,Spring 2023,1,0
84,101,16,Fall 2023,1,0
84,110,19,Spring 2023,1,0
84,108,83,Spring 2023,0,0
84,107,24,Fall 2023,0,0
84,111,55,Fall 2023,0,0
84,102,21,Fall 2023,0,0
85,111,69,Fall 2023,1,0
85,101,100,Spring 2023,0,0
85,105,68,Fall 2023,0,0
85,109,43,Spring 2023,0,0
85,107,56,Fall 2023,0,1
85,106,62,Fall 2023,0,0
86,115,79,Spring 2023,1,0
86,108,59,Spring 2023,0,1
86,111,97,Fall 2023,0,0
86,102,0,Spring 2023,0,1
86,114,5,Fall 2023,0,1
87,109,73,Spring 2023,1,0
87,112,0,Fall 2023,0,1
87,107,0,Spring 2023,0,0
87,106,9,Fall 2023,0,0
87,113,0,Fall 2023,0,0
87,101,52,Fall 2023,0,0
87,102,8,Fall 2023,0,0
88,114,63,Fall 2023,1,0
88,102,42,Fall 2023,1,0
88,104,0,Fall 2023,0,0
88,103,78,Spring 2023,0,0
88,112,21,Spring 2023,0,0
89,115,47,Fall 2023,1,0
89,107,23,Spring 2023,0,1
89,101,57,Fall 2023,0,0
89,104,0,Fall 2023,0,0
89,102,0,Fall 2023,0,1
89,105,43,Fall 2023,0,0
89,113,0,Fall 2023,0,0
89,111,40,Fall 2023,0,0
90,107,0,Fall 2023,1,0
90,114,36,Fall 2023,1,0
90,102,13,Spring 2023,1,0
90,112,29,Spring 2023,0,0
91,111,40,Fall 2023,1,0
91,103,52,Fall 2023,0,0
91,106,2,Fall 2023,0,0
91,115,7,Fall 2023,0,0
91,112,0,Spring 2023,0,0
91,101,60,Fall 2023,0,0
91,114,12,Fall 2023,0,1
91,107,0,Spring 2023,0,1
92,105,24,Fall 2023,1,0
92,112,0,Spring 2023,1,0
92,109,55,Fall 2023,0,1
92,111,47,Spring 2023,0,0
92,106,12,Spring 2023,0,0
92,108,40,Fall 2023,0,0
92,114,22,Spring 2023,0,0
93,111,66,Fall 2023,1,0
93,105,0,Fall 2023,0,0
93,103,89,Fall 2023,0,0
93,114,70,Fall 2023,0,0
94,106,12,Fall 2023,1,0
94,113,0,Spring 2023,1,0
94,105,8,Spring 2023,0,1
94,101,53,Fall 2023,0,0
94,108,66,Fall 2023,0,0
94,103,85,Spring 2023,0,0
94,111,14,Spring 2023,0,0
94,107,6,Spring 2023,0,0
95,111,52,Fall 2023,1,0
95,112,0,Fall 2023,0,0
95,103,91,Spring 2023,0,0
95,114,0,Spring 2023,0,0
95,105,5,Fall 2023,0,0
96,111,57,Fall 2023,1,0
96,114,30,Fall 2023,0,1
96,115,25,Fall 2023,0,0
96,112,17,Fall 2023,0,0
96,110,47,Fall 2023,0,0
96,113,0,Spring 2023,0,0
97,115,49,Spring 2023,1,0
97,109,75,Fall 2023,1,0
97,105,14,Fall 2023,0,0
97,106,69,Spring 2023,0,0
97,101,39,Fall 2023,0,1
97,112,33,Spring 2023,0,0
97,103,87,Spring 2023,0,1
97,104,0,Fall 2023,0,1
98,110,0,Fall 2023,1,0
98,104,7,Fall 2023,1,0
98,101,8,Spring 2023,1,0
98,103,42,Fall 2023,1,0
98,115,13,Spring 2023,0,0
98,105,12,Spring 2023,0,0
99,109,90,Spring 2023,1,0
99,115,42,Fall 2023,1,0
99,103,98,Fall 2023,0,0
99,114,4,Spring 2023,0,0
100,105,0,Fall 2023,1,0
100,112,25,Spring 2023,1,0
100,102,0,Spring 2023,0,0
100,113,3,Spring 2023,0,0
100,109,11,Spring 2023,0,1
100,103,60,Fall 2023,0,0
101,107,1,Spring 2023,1,0
101,108,58,Spring 2023,1,0
101,111,51,Fall 2023,0,0
101,112,50,Fall 2023,0,0
101,103,84,Fall 2023,0,0
102,106,28,Spring 2023,1,0
102,113,10,Fall 2023,1,0
102,105,10,Fall 2023,0,0
102,101,44,Fall 2023,0,0
102,108,60,Fall 2023,0,0
102,107,12,Spring 2023,0,0
102,109,15,Spring 2023,0,0
102,103,94,Spring 2023,0,0
103,113,51,Spring 2023,1,0
103,106,51,Fall 2023,1,0
103,102,15,Fall 2023,0,0
103,115,22,Fall 2023,0,0
103,114,4,Spring 2023,0,0
103,105,33,Spring 2023,0,0
103,110,28,Fall 2023,0,1
104,111,72,Fall 2023,1,0
104,112,13,Spring 2023,0,0
104,113,9,Fall 2023,0,1
104,108,72,Spring 2023,0,0
105,115,59,Spring 2023,1,0
105,109,36,Fall 2023,1,0
105,107,43,Spring 2023,0,0
105,102,17,Spring 2023,0,0
105,101,43,Spring 2023,0,0
105,110,36,Fall 2023,0,0
106,111,38,Fall 2023,1,0
106,104,16,Fall 2023,0,0
106,110,0,Fall 2023,0,0
106,102,4,Spring 2023,0,0
106,107,38,Spring 2023,0,0
107,113,13,Spring 2023,1,0
107,106,87,Spring 2023,1,0
107,110,23,Fall 2023,0,0
107,114,0,Spring 2023,0,1
107,109,24,Fall 2023,0,0
107,115,4,Fall 2023,0,0
107,103,62,Spring 2023,0,0
108,107,20,Fall 2023,1,0
108,115,31,Fall 2023,0,0
108,111,57,Fall 2023,0,0
108,103,46,Fall 2023,0,0
108,112,23,Spring 2023,0,1
109,108,53,Fall 2023,1,0
109,111,54,Fall 2023,0,0
109,109,54,Spring 2023,0,0
109,101,13,Spring 2023,0,0
109,113,0,Spring 2023,0,0
109,103,41,Fall 2023,0,0
110,112,58,Spring 2023,1,0
110,105,20,Fall 2023,1,0
110,107,35,Fall 2023,0,0
110,110,0,Spring 2023,0,0
110,104,0,Fall 2023,0,0
111,107,11,Spring 2023,1,0
111,114,0,Fall 2023,1,0
111,108,17,Fall 2023,1,0
111,106,29,Spring 2023,0,0
111,105,0,Fall 2023,0,0
112,104,54,Fall 2023,1,0
112,115,22,Fall 2023,0,1
112,108,20,Fall 2023,0,0
112,114,41,Fall 2023,0,0
112,111,63,Fall 2023,0,0
112,113,2,Spring 2023,0,0
112,106,57,Fall 2023,0,0
113,112,25,Spring 2023,1,0
113,105,59,Fall 2023,1,0
113,114,26,Fall 2023,0,0
113,111,100,Fall 2023,0,0
113,113,17,Spring 2023,0,0
113,115,0,Spring 2023,0,1
113,101,53,Spring 2023,0,0
113,110,25,Spring 2023,0,0
114,111,39,Fall 2023,1,0
114,113,10,Fall 2023,0,1
114,102,0,Spring 2023,0,0
114,112,0,Fall 2023,0,0
114,109,78,Spring 2023,0,0
114,105,30,Spring 2023,0,0
114,115,41,Fall 2023,0,0
114,103,38,Fall 2023,0,0
115,111,81,Spring 2023,1,0
115,109,61,Spring 2023,0,0
115,115,16,Fall 2023,0,0
115,112,15,Spring 2023,0,0
115,107,1,Spring 2023,0,1
116,113,8,Fall 2023,1,0
116,106,0,Spring 2023,1,0
116,101,11,Spring 2023,0,0
116,108,46,Spring 2023,0,1
116,112,0,Spring 2023,0,0
116,115,5,Fall 2023,0,0
116,107,0,Spring 2023,0,1
116,104,0,Spring 2023,0,0
117,112,11,Spring 2023,1,0
117,105,25,Spring 2023,1,0
117,113,0,Spring 2023,0,0
117,106,30,Spring 2023,0,0
117,108,51,Spring 2023,0,1
117,104,0,Spring 2023,0,0
117,110,24,Fall 2023,0,0
118,105,12,Fall 2023,1,0
118,112,0,Fall 2023,1,0
118,114,0,Fall 2023,0,0
118,111,46,Spring 2023,0,0
118,104,0,Spring 2023,0,1
118,115,8,Spring 2023,0,0
118,102,0,Spring 2023,0,0
119,105,44,Spring 2023,1,0
119,112,23,Fall 2023,1,0
119,111,71,Fall 2023,0,0
119,114,38,Fall 2023,0,0
119,103,79,Fall 2023,0,1
119,102,18,Fall 2023,0,0
119,109,74,Spring 2023,0,0
119,108,42,Spring 2023,0,0
120,111,66,Spring 2023,1,0
120,110,18,Spring 2023,0,1
120,104,0,Fall 2023,0,1
120,112,0,Spring 2023,0,0
121,103,69,Spring 2023,1,0
121,104,0,Fall 2023,1,0
121,108,17,Fall 2023,0,1
121,112,0,Spring 2023,0,0
122,105,44,Spring 2023,1,0
122,112,7,Spring 2023,1,0
122,106,18,Spring 2023,0,0
122,110,13,Spring 2023,0,0
122,115,0,Fall 2023,0,1
122,111,16,Fall 2023,0,0
123,112,4,Fall 2023,1,0
123,105,22,Fall 2023,1,0
123,104,0,Spring 2023,0,0
123,110,0,Spring 2023,0,0
123,111,54,Spring 2023,0,0
123,103,61,Spring 2023,0,0
123,102,0,Fall 2023,0,1
124,103,100,Spring 2023,1,0
124,107,0,Fall 2023,0,0
124,111,67,Fall 2023,0,0
124,108,41,Fall 2023,0,0
125,104,0,Fall 2023,1,0
125,112,0,Spring 2023,0,0
125,108,10,Fall 2023,0,1
125,113,12,Spring 2023,0,0
126,111,40,Fall 2023,1,0
126,106,2,Spring 2023,0,0
126,110,40,Fall 2023,0,0
126,102,0,Spring 2023,0,0
126,107,18,Spring 2023,0,0
126,101,88,Fall 2023,0,0
127,104,35,Spring 2023,1,0
127,110,12,Fall 2023,1,0
127,103,73,Spring 2023,1,0
127,101,46,Spring 2023,1,0
127,115,18,Fall 2023,0,0
127,114,39,Spring 2023,0,0
127,107,10,Fall 2023,0,0
127,111,47,Spring 2023,0,1
128,112,16,Spring 2023,1,0
128,106,53,Spring 2023,0,0
128,102,7,Spring 2023,0,1
128,111,51,Fall 2023,0,0
128,114,24,Spring 2023,0,1
129,111,100,Fall 2023,1,0
129,113,37,Spring 2023,0,0
129,112,21,Spring 2023,0,0
129,108,77,Spring 2023,0,0
130,104,0,Spring 2023,1,0
130,101,68,Spring 2023,1,0
130,110,53,Fall 2023,1,0
130,103,95,Fall 2023,1,0
130,105,10,Spring 2023,0,0
130,113,8,Spring 2023,0,0
130,108,61,Spring 2023,0,0
130,115,18,Spring 2023,0,1
131,111,100,Spring 2023,1,0
131,103,100,Fall 2023,0,0
131,112,27,Fall 2023,0,0
131,102,15,Fall 2023,0,0
131,108,37,Spring 2023,0,0
131,101,50,Fall 2023,0,0
131,107,16,Fall 2023,0,0
131,104,20,Fall 2023,0,0
132,106,50,Spring 2023,1,0
132,113,2,Fall 2023,1,0
132,102,0,Fall 2023,0,1
132,115,0,Fall 2023,0,0
133,105,56,Fall 2023,1,0
133,112,0,Fall 2023,1,0
133,103,51,Spring 2023,0,0
133,114,0,Fall 2023,0,1
133,101,29,Fall 2023,0,0
133,115,1,Fall 2023,0,0
134,111,46,Fall 2023,1,0
134,104,0,Spring 2023,0,0
134,103,46,Spring 2023,0,0
134,110,0,Fall 2023,0,0
134,109,68,Fall 2023,0,0
134,112,18,Fall 2023,0,1
135,104,0,Fall 2023,1,0
135,110,43,Spring 2023,1,0
135,103,93,Fall 2023,1,0
135,107,0,Spring 2023,0,0
135,114,0,Fall 2023,0,0
135,108,0,Fall 2023,0,0
135,109,1,Spring 2023,0,1
135,115,7,Fall 2023,0,1
136,113,11,Spring 2023,1,0
136,108,95,Spring 2023,0,0
136,101,40,Fall 2023,0,0
136,111,30,Spring 2023,0,0
136,115,62,Spring 2023,0,1
136,103,75,Fall 2023,0,0
136,105,23,Spring 2023,0,0
137,109,59,Fall 2023,1,0
137,115,39,Fall 2023,1,0
137,104,0,Fall 2023,0,0
137,111,61,Fall 2023,0,0
137,107,0,Fall 2023,0,0
137,105,51,Spring 2023,0,0
137,103,100,Spring 2023,0,0
138,115,38,Spring 2023,1,0
138,109,90,Spring 2023,1,0
138,112,0,Spring 2023,0,0
138,113,0,Spring 2023,0,0
138,111,63,Spring 2023,0,0
138,106,36,Fall 2023,0,0
138,104,5,Fall 2023,0,0
139,113,22,Spring 2023,1,0
139,106,61,Fall 2023,1,0
139,114,30,Spring 2023,0,0
139,103,72,Fall 2023,0,0
139,111,88,Fall 2023,0,0
139,105,56,Spring 2023,0,0
140,111,65,Spring 2023,1,0
140,101,67,Spring 2023,0,0
